FX 63-137
 1.0000000     0.0000000
 0.9955370     0.0023543
 0.9883233     0.0058380
 0.9804195     0.0093026
 0.9718060     0.0127683
 0.9624844     0.0162270
 0.9524525     0.0196833
 0.9417006     0.0231493
 0.9302531     0.0266396
 0.9181847     0.0301617
 0.9055986     0.0337035
 0.8926075     0.0372590
 0.8793095     0.0408246
 0.8657884     0.0443873
 0.8521189     0.0479376
 0.8383601     0.0514687
 0.8245553     0.0549691
 0.8107374     0.0584291
 0.7969285     0.0618418
 0.7831411     0.0652009
 0.7693828     0.0684997
 0.7556583     0.0717323
 0.7419698     0.0748937
 0.7283173     0.0779794
 0.7146998     0.0809851
 0.7011158     0.0839066
 0.6875631     0.0867403
 0.6740393     0.0894826
 0.6605419     0.0921306
 0.6470688     0.0946816
 0.6336177     0.0971325
 0.6201866     0.0994807
 0.6067736     0.1017237
 0.5933776     0.1038594
 0.5799972     0.1058855
 0.5666315     0.1077999
 0.5532797     0.1096002
 0.5399415     0.1112846
 0.5266169     0.1128512
 0.5133059     0.1142980
 0.5000086     0.1156232
 0.4867257     0.1168248
 0.4734578     0.1179012
 0.4602057     0.1188505
 0.4469706     0.1196710
 0.4337535     0.1203610
 0.4205558     0.1209187
 0.4073797     0.1213421
 0.3942284     0.1216293
 0.3811056     0.1217784
 0.3680162     0.1217877
 0.3549653     0.1216551
 0.3419570     0.1213783
 0.3289940     0.1209546
 0.3160790     0.1203817
 0.3032171     0.1196576
 0.2904151     0.1187800
 0.2776793     0.1177463
 0.2650149     0.1165537
 0.2524283     0.1152000
 0.2399286     0.1136833
 0.2275272     0.1120013
 0.2152353     0.1101518
 0.2030653     0.1081328
 0.1910333     0.1059427
 0.1791576     0.1035798
 0.1674546     0.1010411
 0.1559366     0.0983239
 0.1446170     0.0954270
 0.1335132     0.0923521
 0.1226497     0.0891056
 0.1120611     0.0857003
 0.1017992     0.0821598
 0.0919335     0.0785188
 0.0825508     0.0748230
 0.0737415     0.0711240
 0.0655821     0.0674678
 0.0581163     0.0638909
 0.0513534     0.0604097
 0.0452673     0.0570322
 0.0398150     0.0537528
 0.0349389     0.0505644
 0.0305831     0.0474606
 0.0266964     0.0444376
 0.0232298     0.0414936
 0.0201390     0.0386302
 0.0173835     0.0358482
 0.0149264     0.0331471
 0.0127368     0.0305297
 0.0107890     0.0280012
 0.0090604     0.0255660
 0.0075305     0.0232257
 0.0061795     0.0209764
 0.0049881     0.0188102
 0.0039383     0.0167181
 0.0030186     0.0146922
 0.0022249     0.0127314
 0.0015543     0.0108401
 0.0010022     0.0090246
 0.0005663     0.0072891
 0.0002519     0.0056270
 0.0000618     0.0040199
-0.0000001     0.0024435
 0.0000772     0.0008743
 0.0003200    -0.0006880
 0.0007665    -0.0022281
 0.0014631    -0.0037174
 0.0024237    -0.0051264
 0.0036230    -0.0064330
 0.0050321    -0.0076136
 0.0066356    -0.0086667
 0.0084304    -0.0096165
 0.0104063    -0.0104942
 0.0125589    -0.0113236
 0.0149046    -0.0121119
 0.0174637    -0.0128709
 0.0202619    -0.0136146
 0.0233368    -0.0143476
 0.0267328    -0.0150755
 0.0305012    -0.0158051
 0.0347041    -0.0165358
 0.0394150    -0.0172648
 0.0447230    -0.0179889
 0.0507321    -0.0187009
 0.0575502    -0.0193918
 0.0652769    -0.0200483
 0.0739862    -0.0206564
 0.0837101    -0.0212022
 0.0944079    -0.0216756
 0.1059644    -0.0220670
 0.1182134    -0.0223715
 0.1309740    -0.0225854
 0.1440841    -0.0227064
 0.1574216    -0.0227324
 0.1709066    -0.0226631
 0.1844851    -0.0224997
 0.1981204    -0.0222431
 0.2117869    -0.0218945
 0.2254671    -0.0214537
 0.2391498    -0.0209205
 0.2528303    -0.0202935
 0.2665094    -0.0195717
 0.2801935    -0.0187541
 0.2938939    -0.0178403
 0.3076248    -0.0168317
 0.3214013    -0.0157305
 0.3352371    -0.0145412
 0.3491396    -0.0132698
 0.3631115    -0.0119228
 0.3771545    -0.0105069
 0.3912694    -0.0090288
 0.4054563    -0.0074951
 0.4197143    -0.0059130
 0.4340417    -0.0042898
 0.4484354    -0.0026332
 0.4628890    -0.0009506
 0.4773903     0.0007499
 0.4919206     0.0024590
 0.5064544     0.0041667
 0.5209630     0.0058629
 0.5354232     0.0075383
 0.5498205     0.0091847
 0.5641494     0.0107955
 0.5784116     0.0123648
 0.5926125     0.0138876
 0.6067561     0.0153587
 0.6208450     0.0167728
 0.6348801     0.0181248
 0.6488611     0.0194095
 0.6627867     0.0206215
 0.6766550     0.0217557
 0.6904637     0.0228070
 0.7042099     0.0237705
 0.7178899     0.0246402
 0.7314990     0.0254099
 0.7450317     0.0260740
 0.7584816     0.0266268
 0.7718412     0.0270614
 0.7851013     0.0273704
 0.7982516     0.0275467
 0.8112805     0.0275843
 0.8241751     0.0274752
 0.8369208     0.0272105
 0.8495024     0.0267829
 0.8619044     0.0261862
 0.8741088     0.0254124
 0.8860946     0.0244539
 0.8978399     0.0233059
 0.9093211     0.0219651
 0.9205094     0.0204271
 0.9313726     0.0186917
 0.9418789     0.0167632
 0.9519912     0.0146469
 0.9616702     0.0123540
 0.9708796     0.0099018
 0.9795787     0.0073139
 0.9877269     0.0046219
 0.9952909     0.0018609
 1.0000000     0.0000000
